Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
Full Stack Engineer Co-Op,"Article
4.3",Vancouver,CA$90K - CA$98K (Glassdoor est.),"4.3
★★★★★",50,1001 to 5000 Employees,2011,Company - Private,Home Furniture & Housewares Stores,Retail,Unknown / Non-Applicable
Software Engineer,"Vizzion Enterprises, Inc.
4.0",North Vancouver,CA$59K - CA$64K (Glassdoor est.),"4.0
★★★★★",7,1 to 50 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Quantitative Software Developer,"Robert Half
3.8",Vancouver,CA$90K - CA$110K (Employer est.),"3.8
★★★★★",553,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Software Engineer,"Animal Logic
4.6",Vancouver,CA$99K - CA$130K (Employer est.),"4.6
★★★★★",38,501 to 1000 Employees,,Company - Private,Motion Picture Production & Distribution,Media,$100 to $500 million (USD)
Software Engineer II (Full Stack),"Microsoft
4.4",Vancouver,CA$75K - CA$95K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineer 1,"WELL Health Technologies Corp
2.8",Vancouver,CA$80K - CA$119K (Glassdoor est.),"2.8
★★★★★",0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Associate Software Engineer,"Broadridge
3.7",Vancouver,CA$77K - CA$86K (Glassdoor est.),"3.7
★★★★★",390,10000+ Employees,2007,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
Software Engineer,Trehan Consulting Group Inc.,Vancouver,CA$46K - CA$129K (Employer est.),-1,0,,,,,,
Software Development Engineer,"Microsoft
4.4",Vancouver,CA$96K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software engineer,"EPIC Semiconductors Inc.
4.2",Vancouver,CA$84K - CA$117K (Glassdoor est.),"4.2
★★★★★",0,1 to 50 Employees,,Company - Public,,,Unknown / Non-Applicable
Junior Software Engineer,"Uberflip
4.2",Vancouver,CA$96K - CA$104K (Glassdoor est.),"4.2
★★★★★",68,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
software engineer,Animal Logic Studios (Vancouver) Ltd.,Vancouver,CA$99K - CA$130K (Employer est.),-1,0,,,,,,
Sr. Software Engineer,"Zepp Health
2.5",Vancouver,CA$91K - CA$150K (Glassdoor est.),"2.5
★★★★★",10,201 to 500 Employees,2014,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
Sensor Application Software Engineer,LMI Technologies,Vancouver,CA$74K - CA$82K (Glassdoor est.),"3.5
★★★★★",1,201 to 500 Employees,1998,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD)
Software Development Engineer - AWS Organizations,"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$130K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Development Engineer - 2021 (Canada),"Amazon Web Services Canada, In
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.8
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineer (multiple levels),"Avalanche
4.0",Vancouver,CA$100K - CA$140K (Employer est.),"4.0
★★★★★",0,1 to 50 Employees,2018,Unknown,Advertising & Marketing,Business Services,$1 to $5 million (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Engineer (Unity),"Navigator Games
3.3",Vancouver,CA$80K - CA$90K (Employer est.),"3.3
★★★★★",0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
"Software Development Engineer I, Gift Cards","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Presentation Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Entry Level Software Engineer - Infrastructure Security (Remote),"Yelp
3.5",Vancouver,CA$87K - CA$105K (Glassdoor est.),"3.5
★★★★★",1762,5001 to 10000 Employees,2004,Company - Public,Internet,Information Technology,$500 million to $1 billion (USD)
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Software Engineer - Omni-Channel Engagement,"Workday
4.2",Vancouver,CA$88K - CA$102K (Glassdoor est.),"4.2
★★★★★",1297,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Sr. Software Engineer,"Zepp Health
2.5",Vancouver,CA$91K - CA$150K (Glassdoor est.),"2.5
★★★★★",10,201 to 500 Employees,2014,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
Senior Software Developer,Anow,Vancouver,CA$100K - CA$150K (Employer est.),-1,0,,,,,,
Full Stack Developer,ConnectionPoint,Vancouver,CA$90K - CA$110K (Employer est.),-1,0,,,,,,
Full Stack Developer,Coupe Beverages,Vancouver,,-1,0,,,,,,
Full Stack Software Engineer (Remote),"Article
4.3",Vancouver,CA$90K - CA$98K (Glassdoor est.),"4.3
★★★★★",50,1001 to 5000 Employees,2011,Company - Private,Home Furniture & Housewares Stores,Retail,Unknown / Non-Applicable
Software Engineer,"Scout Talent Group
1.8",Burnaby,CA$65K - CA$85K (Employer est.),"1.8
★★★★★",1,1 to 50 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Full Stack Developer,Sustainable Projects Group,Delta,CA$55K - CA$60K (Employer est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Software Engineer,"Microsoft
4.4",Vancouver,CA$96K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineer (Unity),"Navigator Games
3.3",Vancouver,CA$80K - CA$90K (Employer est.),"3.3
★★★★★",0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
Full Stack Engineer,"Accenture
4.1",Vancouver,CA$72K - CA$114K (Employer est.),"4.1
★★★★★",1484,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
software engineer,"Metro Edge Holdings Ltd.
2.6",Richmond,CA$48 Per Hour(Employer est.),"2.6
★★★★★",0,201 to 500 Employees,,Company - Private,,,Unknown / Non-Applicable
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Full Stack Developer,iA Dealer Services,Vancouver,CA$70K - CA$90K (Employer est.),-1,0,,,,,,
Software Quality Assurance Analyst,"TransLink
4.2",Vancouver,CA$85K (Employer est.),"4.2
★★★★★",41,51 to 200 Employees,1999,Company - Public,Federal Agencies,Government,Unknown / Non-Applicable
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
"developer, software","Ark Innovation Technology Inc
3.7",Vancouver,CA$42 Per Hour(Employer est.),"3.7
★★★★★",3105,10000+ Employees,1987,Company - Private,Telecommunications Services,Telecommunications,$10+ billion (USD)
Sr. Software Engineer,"Zepp Health
2.5",Vancouver,CA$91K - CA$150K (Glassdoor est.),"2.5
★★★★★",10,201 to 500 Employees,2014,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
Software Engineer - Ruby,"Forsta
4.0",Vancouver,CA$81K - CA$113K (Glassdoor est.),"4.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Less than $1 million (USD)
Full Stack Developer,ConnectionPoint,Vancouver,CA$90K - CA$110K (Employer est.),-1,0,,,,,,
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
Software Engineer,"Scout Talent Group
1.8",Burnaby,CA$65K - CA$85K (Employer est.),"1.8
★★★★★",1,1 to 50 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Machine Learning Engineer,Limbus AI Inc.,Canada,CA$70K - CA$90K (Employer est.),-1,0,,,,,,
Linux DevOps Engineer,"Robert Half
3.8",Burnaby,CA$120K - CA$140K (Employer est.),"3.8
★★★★★",553,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Software Engineer,"Microsoft
4.4",Vancouver,CA$96K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Full Stack Engineer,"Accenture
4.1",Vancouver,CA$72K - CA$114K (Employer est.),"4.0
★★★★★",1484,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
"Software Engineer, Full Stack (Services Platform)","Rivian Automotive
4.3",Vancouver,CA$90K - CA$107K (Glassdoor est.),"4.3
★★★★★",218,1001 to 5000 Employees,2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
Software Engineer OSS -R1016,"Ooma, INC
3.6",Vancouver,CA$83K - CA$135K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,2004,Company - Public,Telecommunications Manufacturing,Telecommunications,$100 to $500 million (USD)
Full-Stack Engineer,Levr Technologies Inc.,Vancouver,CA$55K - CA$125K (Employer est.),-1,0,,,,,,
Online Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Software Engineer - MAAS,"Canonical - Jobs
3.3",Vancouver,CA$192K - CA$206K (Glassdoor est.),"3.3
★★★★★",51,501 to 1000 Employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Sr. Software Engineer,"Zepp Health
2.5",Vancouver,CA$91K - CA$150K (Glassdoor est.),"2.5
★★★★★",10,201 to 500 Employees,2014,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
Software Developer,"SpeedLine Solutions Inc.
4.4",Langley,CA$50K - CA$75K (Employer est.),"4.4
★★★★★",20,51 to 200 Employees,1990,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
Software Engineer,"Scout Talent Group
1.8",Burnaby,CA$65K - CA$85K (Employer est.),"1.8
★★★★★",1,1 to 50 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Full Stack Developer,Flash Health Technologies,Vancouver,CA$60K - CA$75K (Employer est.),-1,0,,,,,,
Intermediate Full Stack Software Developer,Virtus Groups,Vancouver,CA$85K - CA$95K (Employer est.),-1,0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
Software Development Manager,"Robert Half
3.8",Vancouver,CA$140K - CA$150K (Employer est.),"3.8
★★★★★",553,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
BI Developer,"Robert Half
3.8",Langley,CA$80K - CA$100K (Employer est.),"3.8
★★★★★",553,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Software Engineer,"Microsoft
4.4",Vancouver,CA$96K - CA$115K (Glassdoor est.),"3.7
★★★★★",1191,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Full Stack Engineer,"Accenture
4.1",Vancouver,CA$72K - CA$114K (Employer est.),"4.0
★★★★★",1484,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Software Engineer - Full Stack,"Uplight
3.7",Vancouver,CA$78 - CA$91 Per Hour(Employer est.),"3.7
★★★★★",0,201 to 500 Employees,,Company - Private,,,Unknown / Non-Applicable
Full-Stack Engineer,Levr Technologies Inc.,Vancouver,CA$55K - CA$125K (Employer est.),-1,0,,,,,,
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Full Stack Software Developer,JustCook Kitchens,Vancouver,CA$75K - CA$95K (Employer est.),-1,0,,,,,,
Full-Stack Software Development Engineer,"Ecoation
4.2",North Vancouver,CA$94K - CA$122K (Glassdoor est.),"4.2
★★★★★",0,51 to 200 Employees,2010,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable
Intermediate full-stack software developer,Scrawlr Development Inc.,Vancouver,CA$65K - CA$80K (Employer est.),-1,0,1 to 50 Employees,2018,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
software developer,Jo Cloud Solutions Inc.,Vancouver,CA$45 Per Hour(Employer est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Full Stack Developer,iA Dealer Services,Vancouver,CA$70K - CA$90K (Employer est.),-1,0,,,,,,
Software Engineer - Ruby,"Forsta
4.0",Vancouver,CA$81K - CA$113K (Glassdoor est.),"4.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Less than $1 million (USD)
"Software Engineer, Identity Team","Asana
4.7",Vancouver,CA$136K - CA$167K (Glassdoor est.),"4.7
★★★★★",172,501 to 1000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Full Stack Developer,Sustainable Projects Group,Delta,CA$55K - CA$60K (Employer est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
Software Engineer,"Scout Talent Group
1.8",Burnaby,CA$65K - CA$85K (Employer est.),"1.8
★★★★★",1,1 to 50 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Full Stack Developer,"ActiveBoard
5.0",Vancouver,CA$54K - CA$99K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,1998,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Senior Full Stack Developer,Flash Health Technologies,Vancouver,CA$60K - CA$75K (Employer est.),-1,0,,,,,,
Wordpress Developer for Contract Role,Build a Biz Kids,Vancouver,CA$18 Per Hour(Employer est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
DevOps Engineer,Virtus Groups,Vancouver,CA$60K - CA$85K (Employer est.),-1,0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
